PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35820646","Aβ oligomers from human brain impair mossy fiber LTP in CA3 of hippocampus, but activating cAMP-PKA and cGMP-PKG prevents this","Jin SX, Liu L, Li S, Meunier AL, Selkoe DJ.","Neurobiol Dis. 2022 Oct 1;172:105816. doi: 10.1016/j.nbd.2022.105816. Epub 2022 Jul 9.","Jin SX","Neurobiol Dis","2022","2022/07/12","","","10.1016/j.nbd.2022.105816"
"35780924","Astragalus species: Phytochemistry, biological actions and molecular mechanisms underlying their potential neuroprotective effects on neurological diseases","Abd Elrahim Abd Elkader HT, Essawy AE, Al-Shami AS.","Phytochemistry. 2022 Oct;202:113293. doi: 10.1016/j.phytochem.2022.113293. Epub 2022 Jun 30.","Abd Elrahim Abd Elkader HT","Phytochemistry","2022","2022/07/05","","","10.1016/j.phytochem.2022.113293"
"36112736","Blood-brain barrier permeable benzylpiperidin-4-yl-linked benzylamino benzamides as dual cholinesterase inhibitors","Banoo R, Nuthakki VK, Abdullaha M, Sharma M, Bharate SB.","Drug Dev Res. 2022 Sep 16. doi: 10.1002/ddr.21997. Online ahead of print.","Banoo R","Drug Dev Res","2022","2022/09/16","","","10.1002/ddr.21997"
"36107376","Impact of NMDA receptor activation on DNA damage in PC12 neuron-like cell cultures in the presence of β-amyloid peptides","Wiatrak B, Mieszała P, Gąsiorowski K.","Mol Biol Rep. 2022 Sep 15. doi: 10.1007/s11033-022-07856-6. Online ahead of print.","Wiatrak B","Mol Biol Rep","2022","2022/09/15","","","10.1007/s11033-022-07856-6"
"35569410","Mechanistic insights into the size-dependent effects of nanoparticles on inhibiting and accelerating amyloid fibril formation","John T, Adler J, Elsner C, Petzold J, Krueger M, Martin LL, Huster D, Risselada HJ, Abel B.","J Colloid Interface Sci. 2022 Sep 15;622:804-818. doi: 10.1016/j.jcis.2022.04.134. Epub 2022 Apr 29.","John T","J Colloid Interface Sci","2022","2022/05/15","","","10.1016/j.jcis.2022.04.134"
"36052562","Multifunctional Therapeutic Cyclodextrin-Appended Dendrimer Complex for Treatment of Systemic and Localized Amyloidosis","Inoue M, Higashi T, Hayashi Y, Onodera R, Fujisawa K, Taharabaru T, Yokoyama R, Ouchi K, Misumi Y, Ueda M, Inoue Y, Mizuguchi M, Saito T, Saido TC, Ando Y, Arima H, Motoyama K, Jono H.","ACS Appl Mater Interfaces. 2022 Sep 14;14(36):40599-40611. doi: 10.1021/acsami.2c09913. Epub 2022 Sep 2.","Inoue M","ACS Appl Mater Interfaces","2022","2022/09/02","","","10.1021/acsami.2c09913"
"36108780","Insulin fibrillation: Strategies for inhibition","Qafary M, Rashno F, Khajeh K, Khaledi M, Moosavi-Movahedi AA.","Prog Biophys Mol Biol. 2022 Sep 13:S0079-6107(22)00092-X. doi: 10.1016/j.pbiomolbio.2022.09.001. Online ahead of print.","Qafary M","Prog Biophys Mol Biol","2022","2022/09/15","","","10.1016/j.pbiomolbio.2022.09.001"
"36096650","The mitochondrial enzyme 17βHSD10 modulates ischemic and amyloid-β-induced stress in primary mouse astrocytes","Metodieva VV, Smith TK, Gunn-Moore FJ.","eNeuro. 2022 Sep 12:ENEURO.0040-22.2022. doi: 10.1523/ENEURO.0040-22.2022. Online ahead of print.","Metodieva VV","eNeuro","2022","2022/09/12","","","10.1523/ENEURO.0040-22.2022"
"36075597","[Effect of moxibustion on autophagy in mice with Alzheimer's disease based on mTOR/p70S6K signaling pathway]","Wu YY, Song XG, Zhu CF, Cai SC, Ge X, Wang L, Jia YM.","Zhongguo Zhen Jiu. 2022 Sep 12;42(9):1011-6. doi: 10.13703/j.0255-2930.20210705-k0004.","Wu YY","Zhongguo Zhen Jiu","2022","2022/09/08","","","10.13703/j.0255-2930.20210705-k0004"
"36108590","Discovery of potent and selective dual cholinesterases and β-secretase inhibitors in pomegranate as a treatment for Alzheimer's disease","Yousof Ali M, Zaib S, Jannat S, Khan I.","Bioorg Chem. 2022 Sep 10;129:106137. doi: 10.1016/j.bioorg.2022.106137. Online ahead of print.","Yousof Ali M","Bioorg Chem","2022","2022/09/15","","","10.1016/j.bioorg.2022.106137"
"36096464","Polyol and sugar osmolytes stabilize the molten globule state of α-lactalbumin and inhibit amyloid fibril formation","Rahamtullah, Ahmad A, Mishra R.","Biochim Biophys Acta Proteins Proteom. 2022 Sep 10;1870(11-12):140853. doi: 10.1016/j.bbapap.2022.140853. Online ahead of print.","Rahamtullah","Biochim Biophys Acta Proteins Proteom","2022","2022/09/12","","","10.1016/j.bbapap.2022.140853"
"36096254","Cholic acid inhibits amyloid fibrillation: Interplay of protonation and deprotonation","Majid N, Siddiqi MK, Alam A, Malik S, Ali W, Khan RH.","Int J Biol Macromol. 2022 Sep 9;221:900-912. doi: 10.1016/j.ijbiomac.2022.09.019. Online ahead of print.","Majid N","Int J Biol Macromol","2022","2022/09/12","","","10.1016/j.ijbiomac.2022.09.019"
"36082494","Inhibition of Alzheimer's Aβ1-42 Fibrillogenesis and Removal of Copper Ions by Polypeptides Modified Gold Nanoparticles","Zhou B, Sheng X, Xie H, Zhou S, Zhong M, Liu A.","Chem Biodivers. 2022 Sep 9. doi: 10.1002/cbdv.202200342. Online ahead of print.","Zhou B","Chem Biodivers","2022","2022/09/09","","","10.1002/cbdv.202200342"
"36075886","Early impairment of cortical circuit plasticity and connectivity in the 5XFAD Alzheimer's disease mouse model","Chen C, Ma X, Wei J, Shakir N, Zhang JK, Zhang L, Nehme A, Cui Y, Ferguson D, Bai F, Qiu S.","Transl Psychiatry. 2022 Sep 8;12(1):371. doi: 10.1038/s41398-022-02132-4.","Chen C","Transl Psychiatry","2022","2022/09/08","PMC9458752","","10.1038/s41398-022-02132-4"
"36108345","Regulation of oxaliplatin and carboplatin on the assembly behavior and cytotoxicity of human islet amyloid polypeptide","Zheng T, Huo Y, Wang Y, Du W.","J Inorg Biochem. 2022 Sep 7;237:111989. doi: 10.1016/j.jinorgbio.2022.111989. Online ahead of print.","Zheng T","J Inorg Biochem","2022","2022/09/15","","","10.1016/j.jinorgbio.2022.111989"
"36084870","Curcumin-loaded protein imprinted mesoporous nanosphere for inhibiting amyloid aggregation","Hou T, Zhang N, Yan C, Ding M, Niu H, Guan P, Hu X.","Int J Biol Macromol. 2022 Sep 6;221:334-345. doi: 10.1016/j.ijbiomac.2022.08.185. Online ahead of print.","Hou T","Int J Biol Macromol","2022","2022/09/09","","","10.1016/j.ijbiomac.2022.08.185"
"36056186","Aβ-induced mitochondrial dysfunction in neural progenitors controls KDM5A to influence neuronal differentiation","Kim DK, Jeong H, Bae J, Cha MY, Kang M, Shin D, Ha S, Hyeon SJ, Kim H, Suh K, Choi MS, Ryu H, Yu SW, Kim JI, Kim YS, Lee SW, Hwang D, Mook-Jung I.","Exp Mol Med. 2022 Sep 2. doi: 10.1038/s12276-022-00841-w. Online ahead of print.","Kim DK","Exp Mol Med","2022","2022/09/02","","","10.1038/s12276-022-00841-w"
"35971743","Interactions of amyloid coaggregates with biomolecules and its relevance to neurodegeneration","Murakami K, Ono K.","FASEB J. 2022 Sep;36(9):e22493. doi: 10.1096/fj.202200235R.","Murakami K","FASEB J","2022","2022/08/16","","","10.1096/fj.202200235R"
"35940921","Histamine promotes adhesion of neutrophils by inhibition of autophagy in dairy cows with subacute ruminal acidosis","Wang K, Sun Z, Li Y, Liu M, Loor JJ, Jiang Q, Liu G, Wang Z, Song Y, Li X.","J Dairy Sci. 2022 Sep;105(9):7600-7614. doi: 10.3168/jds.2022-22036. Epub 2022 Aug 6.","Wang K","J Dairy Sci","2022","2022/08/08","","","10.3168/jds.2022-22036"
"35868426","Effects of pramipexole on beta-amyloid(1-42) memory deficits and evaluation of oxidative stress and mitochondrial function markers in the hippocampus of Wistar rat","Salman M, Akram M, Shahrukh M, Ishrat T, Parvez S.","Neurotoxicology. 2022 Sep;92:91-101. doi: 10.1016/j.neuro.2022.07.006. Epub 2022 Jul 19.","Salman M","Neurotoxicology","2022","2022/07/22","","","10.1016/j.neuro.2022.07.006"
"35838016","Research progress on serological indices and their clinical application in rheumatoid arthritis","Meng S, Jing L, Zhang W, Wang F, Dong Y, Dong D.","J Clin Lab Anal. 2022 Sep;36(9):e24576. doi: 10.1002/jcla.24576. Epub 2022 Jul 15.","Meng S","J Clin Lab Anal","2022","2022/07/15","PMC9459337","","10.1002/jcla.24576"
"35777263","Stress level of glucocorticoid exacerbates neuronal damage and Aβ production through activating NLRP1 inflammasome in primary cultured hippocampal neurons of APP-PS1 mice","Yang L, Zhou H, Huang L, Su Y, Kong L, Ji P, Sun R, Wang C, Li W, Li W.","Int Immunopharmacol. 2022 Sep;110:108972. doi: 10.1016/j.intimp.2022.108972. Epub 2022 Jun 28.","Yang L","Int Immunopharmacol","2022","2022/07/01","","","10.1016/j.intimp.2022.108972"
"35764035","Loss of SST and PV positive interneurons in the ventral hippocampus results in anxiety-like behavior in 5xFAD mice","Li H, Zhao J, Lai L, Xia Y, Wan C, Wei S, Liang J, Chen Y, Xu N.","Neurobiol Aging. 2022 Sep;117:165-178. doi: 10.1016/j.neurobiolaging.2022.05.013. Epub 2022 Jun 6.","Li H","Neurobiol Aging","2022","2022/06/28","","","10.1016/j.neurobiolaging.2022.05.013"
"35750148","Alzheimer's disease is associated with disruption in thiamin transport physiology: A potential role for neuroinflammation","Ramamoorthy K, Yoshimura R, Al-Juburi S, Anandam KY, Kapadia R, Alachkar A, Abbott GW, Said HM.","Neurobiol Dis. 2022 Sep;171:105799. doi: 10.1016/j.nbd.2022.105799. Epub 2022 Jun 21.","Ramamoorthy K","Neurobiol Dis","2022","2022/06/24","","","10.1016/j.nbd.2022.105799"
"35697992","p38 MAPK Is a Major Regulator of Amyloid Beta-Induced IL-6 Expression in Human Microglia","Lin H, Dixon SG, Hu W, Hamlett ED, Jin J, Ergul A, Wang GY.","Mol Neurobiol. 2022 Sep;59(9):5284-5298. doi: 10.1007/s12035-022-02909-0. Epub 2022 Jun 13.","Lin H","Mol Neurobiol","2022","2022/06/13","PMC9398979","NIHMS1817355","10.1007/s12035-022-02909-0"
"35617721","D-ribose-L-cysteine reduces oxidative stress and inflammatory cytokines to mitigate liver damage, and memory decline induced by copper sulfate in mice","Isibor H, Ajayi AM, Ben-Azu B, Omeiza NA, Ademola AP, Umukoro S.","J Trace Elem Med Biol. 2022 Sep;73:127001. doi: 10.1016/j.jtemb.2022.127001. Epub 2022 May 18.","Isibor H","J Trace Elem Med Biol","2022","2022/05/26","","","10.1016/j.jtemb.2022.127001"
"33877009","A novel nutritional mixture, MBN, prevents memory impairment via inhibiting NLRP3 inflammasome formation in 5xFAD transgenic mice","Kim N, Choi JG, Ju IG, Ju YJ, Yim SV, Lee JK, Oh MS.","Nutr Neurosci. 2022 Sep;25(9):1940-1947. doi: 10.1080/1028415X.2021.1913952. Epub 2021 Apr 20.","Kim N","Nutr Neurosci","2022","2021/04/20","","","10.1080/1028415X.2021.1913952"
"36093396","Herpes Simplex Virus Infection Increases Beta-Amyloid Production and Induces the Development of Alzheimer's Disease","Ge T, Yuan Y.","Biomed Res Int. 2022 Aug 31;2022:8804925. doi: 10.1155/2022/8804925. eCollection 2022.","Ge T","Biomed Res Int","2022","2022/09/12","PMC9453006","","10.1155/2022/8804925"
"35724902","Inhibitory activities of flavonoids from Scutellaria baicalensis Georgi on amyloid aggregation related to type 2 diabetes and the possible structural requirements for polyphenol in inhibiting the nucleation phase of hIAPP aggregation","Wang Y, Hu T, Wei J, Yin X, Gao Z, Li H.","Int J Biol Macromol. 2022 Aug 31;215:531-540. doi: 10.1016/j.ijbiomac.2022.06.107. Epub 2022 Jun 17.","Wang Y","Int J Biol Macromol","2022","2022/06/20","","","10.1016/j.ijbiomac.2022.06.107"
"36055476","Standardization and Ameliorative effect of Kalyanaka ghrita in β-amyloid induced memory impairment in wistar rats","Snehalatha D, Lohidasan S, S A, Mahadik KR.","J Ethnopharmacol. 2022 Aug 30:115671. doi: 10.1016/j.jep.2022.115671. Online ahead of print.","Snehalatha D","J Ethnopharmacol","2022","2022/09/02","","","10.1016/j.jep.2022.115671"
"36040578","Silver Nanoparticles Induce a Size-dependent Neurotoxicity to SH-SY5Y Neuroblastoma Cells via Ferritinophagy-mediated Oxidative Stress","Zhai X, Shan S, Wan J, Tian H, Wang J, Xin L.","Neurotox Res. 2022 Aug 30. doi: 10.1007/s12640-022-00570-y. Online ahead of print.","Zhai X","Neurotox Res","2022","2022/08/30","","","10.1007/s12640-022-00570-y"
"36036549","Protein arginine methyltransferase 4 modulates nitric oxide synthase uncoupling and cerebral blood flow in Alzheimer's disease","Clemons GA, Silva ACE, Acosta CH, Udo MSB, Tesic V, Rodgers KM, Wu CY, Citadin CT, Lee RH, Neumann JT, Allani S, Prentice H, Zhang Q, Lin HW.","J Cell Physiol. 2022 Aug 29. doi: 10.1002/jcp.30858. Online ahead of print.","Clemons GA","J Cell Physiol","2022","2022/08/29","","","10.1002/jcp.30858"
"36065437","TRPV1 Modulator Ameliorates Alzheimer-Like Amyloid-β Neuropathology via Akt/Gsk3β-Mediated Nrf2 Activation in the Neuro-2a/APP Cell Model","Wang X, Bian Y, Wong CTT, Lu JH, Lee SM.","Oxid Med Cell Longev. 2022 Aug 27;2022:1544244. doi: 10.1155/2022/1544244. eCollection 2022.","Wang X","Oxid Med Cell Longev","2022","2022/09/06","PMC9440841","","10.1155/2022/1544244"
"36092812","Slingshot homolog-1 mediates the secretion of small extracellular vesicles containing misfolded proteins by regulating autophagy cargo receptors and actin dynamics","Cazzaro S, Fang C, Khan H, Witas R, Kee TR, Woo JA, Kang DE.","Front Aging Neurosci. 2022 Aug 25;14:933979. doi: 10.3389/fnagi.2022.933979. eCollection 2022.","Cazzaro S","Front Aging Neurosci","2022","2022/09/12","PMC9452914","","10.3389/fnagi.2022.933979"
"36006570","Role of NLRP3 Inflammasome and Its Inhibitors as Emerging Therapeutic Drug Candidate for Alzheimer's Disease: a Review of Mechanism of Activation, Regulation, and Inhibition","Sharma B, Satija G, Madan A, Garg M, Alam MM, Shaquiquzzaman M, Khanna S, Tiwari P, Parvez S, Iqubal A, Haque SE, Khan MA.","Inflammation. 2022 Aug 25:1-32. doi: 10.1007/s10753-022-01730-0. Online ahead of print.","Sharma B","Inflammation","2022","2022/08/25","PMC9403980","","10.1007/s10753-022-01730-0"
"36072483","Repurposing food molecules as a potential BACE1 inhibitor for Alzheimer's disease","Mukerjee N, Das A, Jawarkar RD, Maitra S, Das P, Castrosanto MA, Paul S, Samad A, Zaki MEA, Al-Hussain SA, Masand VH, Hasan MM, Bukhari SNA, Perveen A, Alghamdi BS, Alexiou A, Kamal MA, Dey A, Malik S, Bakal RL, Abuzenadah AM, Ghosh A, Md Ashraf G.","Front Aging Neurosci. 2022 Aug 22;14:878276. doi: 10.3389/fnagi.2022.878276. eCollection 2022.","Mukerjee N","Front Aging Neurosci","2022","2022/09/08","PMC9443073","","10.3389/fnagi.2022.878276"
"36016832","Fingolimod mitigates synaptic deficits and psychosis-like behavior in APP/PSEN1 mice","Krivinko JM, Erickson SL, MacDonald ML, Garver ME, Sweet RA.","Alzheimers Dement (N Y). 2022 Aug 22;8(1):e12324. doi: 10.1002/trc2.12324. eCollection 2022.","Krivinko JM","Alzheimers Dement (N Y)","2022","2022/08/26","PMC9395154","","10.1002/trc2.12324"
"35996309","Serine racemase modulation for improving brain insulin resistance: An Editorial Highlight for ""Deletion of serine racemase reverses neuronal insulin signaling inhibition by amyloid-β oligomers""","Duarte JMN.","J Neurochem. 2022 Aug 22. doi: 10.1111/jnc.15688. Online ahead of print.","Duarte JMN","J Neurochem","2022","2022/08/23","","","10.1111/jnc.15688"
"35839923","Amyloid Beta Alters Prefrontal-dependent Functions Along with its Excitability and Synaptic Plasticity in Male Rats","Torres-Flores M, Peña-Ortega F.","Neuroscience. 2022 Aug 21;498:260-279. doi: 10.1016/j.neuroscience.2022.07.006. Epub 2022 Jul 15.","Torres-Flores M","Neuroscience","2022","2022/07/15","","","10.1016/j.neuroscience.2022.07.006"
"35716965","Δ133p53α Protects Human Astrocytes from Amyloid-beta Induced Senescence and Neurotoxicity","Ungerleider K, Beck JA, Lissa D, Joruiz S, Horikawa I, Harris CC.","Neuroscience. 2022 Aug 21;498:190-202. doi: 10.1016/j.neuroscience.2022.06.004. Epub 2022 Jun 15.","Ungerleider K","Neuroscience","2022","2022/06/18","PMC9420812","NIHMS1816615","10.1016/j.neuroscience.2022.06.004"
"35995346","Catechol-containing compounds are a broad class of protein aggregation inhibitors: Redox state is a key determinant of the inhibitory activities","Velander P, Wu L, Hildreth SB, Vogelaar NJ, Mukhopadhyay B, Helm RF, Zhang S, Xu B.","Pharmacol Res. 2022 Aug 20;184:106409. doi: 10.1016/j.phrs.2022.106409. Online ahead of print.","Velander P","Pharmacol Res","2022","2022/08/22","","","10.1016/j.phrs.2022.106409"
"36090438","Anti-amyloidogenic property of gold nanoparticle decorated quercetin polymer nanorods in pH and temperature induced aggregation of lysozyme","Rananaware P, Pandit P, Naik S, Mishra M, Keri RS, Brahmkhatri VP.","RSC Adv. 2022 Aug 19;12(36):23661-23674. doi: 10.1039/d2ra03121c. eCollection 2022 Aug 16.","Rananaware P","RSC Adv","2022","2022/09/12","PMC9389553","","10.1039/d2ra03121c"
"36010661","2,4-Diacetylphloroglucinol Reduces Beta-Amyloid Production and Secretion by Regulating ADAM10 and Intracellular Trafficking in Cellular and Animal Models of Alzheimer's Disease","Jang BG, Choi B, Kim S, Lee DS, Lee J, Koh YH, Jo SA, Kim JE, Kang TC, Kim MJ.","Cells. 2022 Aug 19;11(16):2585. doi: 10.3390/cells11162585.","Jang BG","Cells","2022","2022/08/26","PMC9406471","","10.3390/cells11162585"
"35984507","WWOX inhibition by Zfra1-31 restores mitochondrial homeostasis and viability of neuronal cells exposed to high glucose","Carvalho C, Correia SC, Seiça R, Moreira PI.","Cell Mol Life Sci. 2022 Aug 19;79(9):487. doi: 10.1007/s00018-022-04508-7.","Carvalho C","Cell Mol Life Sci","2022","2022/08/19","","","10.1007/s00018-022-04508-7"
"35876740","Amyloid Fibril Formation of Arctic Amyloid-β 1-42 Peptide is Efficiently Inhibited by the BRICHOS Domain","Zhong X, Kumar R, Wang Y, Biverstål H, Ingeborg Jegerschöld C, J B Koeck P, Johansson J, Abelein A, Chen G.","ACS Chem Biol. 2022 Aug 19;17(8):2201-2211. doi: 10.1021/acschembio.2c00344. Epub 2022 Jul 25.","Zhong X","ACS Chem Biol","2022","2022/07/25","PMC9396614","","10.1021/acschembio.2c00344"
"35987364","Orange G is a potential inhibitor of human insulin amyloid fibrillation and can be used as a probe to study mechanism of amyloid fibrillation and its inhibition","Patel PN, Parmar K, Patel S, Das M.","Int J Biol Macromol. 2022 Aug 17;220:613-626. doi: 10.1016/j.ijbiomac.2022.08.089. Online ahead of print.","Patel PN","Int J Biol Macromol","2022","2022/08/20","","","10.1016/j.ijbiomac.2022.08.089"
"35978440","C5aR1 antagonism alters microglial polarization and mitigates disease progression in a mouse model of Alzheimer's disease","Gomez-Arboledas A, Carvalho K, Balderrama-Gutierrez G, Chu SH, Liang HY, Schartz ND, Selvan P, Petrisko TJ, Pan MA, Mortazavi A, Tenner AJ.","Acta Neuropathol Commun. 2022 Aug 17;10(1):116. doi: 10.1186/s40478-022-01416-6.","Gomez-Arboledas A","Acta Neuropathol Commun","2022","2022/08/17","PMC9386996","","10.1186/s40478-022-01416-6"
"35976708","Design, synthesis, acetylcholinesterase, butyrylcholinesterase, and amyloid-β aggregation inhibition studies of substituted 4,4'-diimine/4,4'-diazobiphenyl derivatives","Fidan GS, Parlar S, Tarikogullari AH, Alptuzun V, Alpan AS.","Arch Pharm (Weinheim). 2022 Aug 17:e2200152. doi: 10.1002/ardp.202200152. Online ahead of print.","Fidan GS","Arch Pharm (Weinheim)","2022","2022/08/17","","","10.1002/ardp.202200152"
"36005148","Multifunctionality of Clausena harmandiana Extract and Its Active Constituents against Alzheimer's Disease","Boonyarat C, Yenjai C, Monthakantirat O, Kaewamatawong R, Poonsawas P, Wangboonskul J, Chaiwiwatrakul S, Waiwut P.","Curr Issues Mol Biol. 2022 Aug 15;44(8):3681-3694. doi: 10.3390/cimb44080252.","Boonyarat C","Curr Issues Mol Biol","2022","2022/08/25","PMC9406758","","10.3390/cimb44080252"
"35661848","Chemical analysis of amyloid β aggregation inhibitors derived from Geranium thunbergii","Kubo K, Watanabe H, Kumeta H, Aizawa T, Seki C, Nakano H, Tokuraku K, Uwai K.","Bioorg Med Chem. 2022 Aug 15;68:116840. doi: 10.1016/j.bmc.2022.116840. Epub 2022 May 28.","Kubo K","Bioorg Med Chem","2022","2022/06/06","","","10.1016/j.bmc.2022.116840"
"36014421","Epidermal Growth Factor Receptor Kinase Inhibitor Ameliorates β-Amyloid Oligomer-Induced Alzheimer Disease in Swiss Albino Mice","Dhamodharan J, Sekhar G, Muthuraman A.","Molecules. 2022 Aug 14;27(16):5182. doi: 10.3390/molecules27165182.","Dhamodharan J","Molecules","2022","2022/08/26","PMC9412386","","10.3390/molecules27165182"
"36012298","SIRT7 Deficiency Protects against Aβ(42)-Induced Apoptosis through the Regulation of NOX4-Derived Reactive Oxygen Species Production in SH-SY5Y Cells","Mizutani H, Sato Y, Yamazaki M, Yoshizawa T, Ando Y, Ueda M, Yamagata K.","Int J Mol Sci. 2022 Aug 12;23(16):9027. doi: 10.3390/ijms23169027.","Mizutani H","Int J Mol Sci","2022","2022/08/26","PMC9408927","","10.3390/ijms23169027"
"35948663","MEK1/2 inhibition rescues neurodegeneration by TFEB-mediated activation of autophagic lysosomal function in a model of Alzheimer's Disease","Chun YS, Kim MY, Lee SY, Kim MJ, Hong TJ, Jeon JK, Ganbat D, Kim HT, Kim SS, Kam TI, Han S.","Mol Psychiatry. 2022 Aug 10. doi: 10.1038/s41380-022-01713-5. Online ahead of print.","Chun YS","Mol Psychiatry","2022","2022/08/10","","","10.1038/s41380-022-01713-5"
"35792301","Abeta-induced presynaptic release of UBC9 through extracellular vesicles involves SNAP23","Long Y, Cheng Y, Yang J, Yang T, Lai Y.","Neurosci Lett. 2022 Aug 10;785:136771. doi: 10.1016/j.neulet.2022.136771. Epub 2022 Jul 2.","Long Y","Neurosci Lett","2022","2022/07/06","","","10.1016/j.neulet.2022.136771"
"35955845","Enhancing the Amyloid-β Anti-Aggregation Properties of Curcumin via Arene-Ruthenium(II) Derivatization","Cuccioloni M, Cecarini V, Bonfili L, Pettinari R, Tombesi A, Pagliaricci N, Petetta L, Angeletti M, Eleuteri AM.","Int J Mol Sci. 2022 Aug 5;23(15):8710. doi: 10.3390/ijms23158710.","Cuccioloni M","Int J Mol Sci","2022","2022/08/12","PMC9369426","","10.3390/ijms23158710"
"35588599","Structure-based discovery and development of novel O-GlcNAcase inhibitors for the treatment of Alzheimer's disease","Li X, Han J, Bujaranipalli S, He J, Kim EY, Kim H, Im JH, Cho WJ.","Eur J Med Chem. 2022 Aug 5;238:114444. doi: 10.1016/j.ejmech.2022.114444. Epub 2022 May 13.","Li X","Eur J Med Chem","2022","2022/05/19","","","10.1016/j.ejmech.2022.114444"
"35585797","Design and Synthesis of 6-O-Phosphorylated Heparan Sulfate Oligosaccharides to Inhibit Amyloid β Aggregation","Uchimura K, Nishitsuji K, Chiu LT, Ohgita T, Saito H, Allain F, Gannedi V, Wong CH, Hung SC.","Chembiochem. 2022 Aug 3;23(15):e202200191. doi: 10.1002/cbic.202200191. Epub 2022 Jun 16.","Uchimura K","Chembiochem","2022","2022/05/19","PMC9401075","","10.1002/cbic.202200191"
